coding_id,family,term,genre,source,left,target,right,exclude,exclusion_reason,verbal_syntax,semantic_residue,interactional_residue,targeted_entity,coder_notes
mgc0326,boo,booed,NEWS,CSMonitor,"#resented his fame and fortune , the fans who often",booed,"when they felt he wasn ' t giving a "" million-dollar effort",0,,1,1,1,0,primary coding rule
mgc0327,boo,booing,NEWS,NYT-Reg,were boos and Roosevelt buttons were numerous . Much of the,booing,", according to those in the front cars of the parade ,",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0328,ooh,oohed,FIC,HeritageHatcher,of sleeping potions -- so she opened the door and !,oohed,in . Mr. Loffen says that by then Harry 'd been gone,1,OCR or unclear context,0,0,0,0,excluded by primary coding rule
mgc0329,boo,booing,MAG,SportsIll,feel for the game . He had been frustrated by the,booing,"he sometimes received at the Meadowlands , Seton Hall 's home",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0330,shoo,shooed,NF/ACAD,SideApes,"was n't perceived . Next day , however , he was",shooed,"out into the open on the island , and was promptly beaten",0,,1,1,1,1,primary coding rule
mgc0331,boo,booing,FIC,FlightFromNatchez,". "" His answer shot back . There was a faint",booing,"at the back of the hall and scattered applause , in which",0,,1,1,1,0,primary coding rule
mgc0332,shoo,shooed,MAG,NatlReview,"results , the Croatian government blinked . Refugees were",shooed,"away and obliquely told , in the unromantic words of cartoonist",0,,1,1,1,1,primary coding rule
mgc0333,wow,wowed,MAG,Time,"#top Pentagon , White House and budget-making jobs , Tower",wowed,Bush during their Nov. 17 meeting and several days later made a,0,,1,1,0,0,primary coding rule
mgc0334,boo,booing,NEWS,Atlanta,the game . # It was n't long before they were,booing,the home team . The Hawks took an 11-2 lead behind two,0,,1,1,1,1,primary coding rule
mgc0335,boo,booing,MAG,Time,my nine-year-old son after a game that I did n't take,booing,"personally and I did n't want him to take it personally ,",1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0336,shoo,shooing,FIC,FantasySciFi,onto one big log-boat . # Ug the lot-many-lot made a,shooing,"motion with his hands . # "" Go way , "" he",1,adjectival use without recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0337,boo,boos,NEWS,NYT-Reg,for a year pending such a vote . Dr. Terry evoked,boos,"when he said he felt no such vote was necessary . """,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0338,shoo,shooed,FIC,TreeGrowsInBrooklyn,"third , "" but ... "" They welcomed the midwife and",shooed,Johnny out of the place . He sat on the stoop and,0,,1,1,1,0,primary coding rule
mgc0339,wow,wows,MAG,Time,284474 How do you replace a swinging conductor who wears a Beatle hairdo and,wows,"the crowds with his lithe podium acrobatics? If the man is Seiji Ozawa,",0,,1,1,1,1,primary coding rule
mgc0340,shoo,shooing,FIC,HeavenHell,"mounted Satan . America 's Ace of Players appeared suddenly ,",shooing,Willa inside so he could speak privately . Trump stepped close to,0,,1,1,1,0,primary coding rule
mgc0341,shoo,shooing,FIC,Mov:RedHotRomance,it down . 141 . THE KING 'S BEDCHAMBER Roland is,shooing,the King and Councilors down the stairway . Frijole keeps,0,,1,1,1,1,primary coding rule
mgc0342,shoo,shooed,FIC,Big-TownRound-,feel at home by teasing her . In the evenings he,shooed,out the pair of them to a moving-picture show and once or,0,,1,1,1,1,primary coding rule
mgc0343,boo,booing,MAG,Time,""" These people do n't know what the hell they 're",booing,". "" # "" Mantle wants to be so great he can",1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0344,boo,booing,NEWS,NYT-Ed,". After this confession there is no end to the """,booing,""" and sweet speaking with which the World welcomes its new ally",1,OCR/proper-name/non-target use,0,0,0,0,excluded by primary coding rule
mgc0345,boo,boos,NEWS,WashPost,"as the starter in the ninth game . # "" The",boos,", that was the hardest thing , "" Brunell said . """,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0346,shoo,shooed,FIC,RoadManyWonder,"giggling and going "" nyaah-nyaah "" and wiggling around . Millie",shooed,them off without shooing off Mr. Blue (how she 'd charmed,0,,1,1,1,1,primary coding rule
mgc0347,shoo,shooing,NEWS,NYT-Reg,"cathedral steps , and dozens of policemen were kept busy '",shooing,"them away . One woman , apparently surprised at being sent back",0,,1,1,1,1,primary coding rule
mgc0348,ooh,oohed,FIC,Analog,"like a dream . # In the back , the girls",oohed,and ahhed at the site of Mendenhall Glacier to the north .,0,,1,1,1,1,primary coding rule
mgc0349,boo,boos,NEWS,NYT-Reg,"for the "" VinsonLegion "" Bonus Bill before Congress . The",boos,that met Mr. Patman as he discussed his measure before the,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0350,boo,booing,TV/MOV,Rocky,? Keep moving . (bell ) ( crowd_shouting ) (,booing,) Give him one ! (bell ) (cheering_and_applause ) (,1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0351,shoo,shooing,MAG,SatEvePost,"that the police were busily engaged in clearing the platform ,",shooing,all the people out of sight of the tracks into an open,0,,1,1,1,0,primary coding rule
mgc0352,boo,booing,FIC,AllYourBornDays,George was holding his hands up again . But they began,booing,"and yelling now , more and more of them , and suddenly",0,,1,1,1,0,primary coding rule
mgc0353,boo,booing,MAG,SportsIll,'d like to know where that got started . I know,booing,is Part of the Game and The American Way and all that,1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0354,shoo,shooing,MAG,Time,: PLEASE GET SICK . A big painted rock aimed at,shooing,away pilots seeking to land says PISS OFF . To the north,0,,1,1,1,1,primary coding rule
mgc0355,boo,boos,NEWS,NYT-Reg,"had been large'ly respectful , although there ' were some",boos,". However , Monday night in the Gravesend section of Brooklyn ,",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0356,boo,boos,NEWS,Chicago,"everything was fine . "" There were one or two real",boos,"at the concerts in Berlin and Hamburg , for reasons still not",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0357,shoo,shooing,FIC,ScholScope,", confused . "" Go home ! "" I shouted ,",shooing,"him away . Boo slunk into the woods , his head low",0,,1,1,1,1,primary coding rule
mgc0358,boo,booed,MAG,Time,"#had had enough . At his first appearance , they",booed,"and catcalled for 20 minutes , while Lewis nervously ran a comb",0,,1,1,1,0,primary coding rule
mgc0359,boo,booed,MAG,Bleacher Report,"#, it took a hopeful Cleveland by surprise as fans",booed,the team throughout the contest at FirstEnergy Stadium . The,0,,1,1,1,1,primary coding rule
mgc0360,shoo,shooed,MAG,Time,"Man Out ! "" Trouble started when the Reverend Powell brusquely",shooed,"news photographers away , so that a photographer could shoot",0,,1,1,1,0,primary coding rule
mgc0361,boo,booing,TV/MOV,Bonanza,of this earth were ineffectual to assuage my vengeance . (,booing,") Bring forth the untamed steed . Hey , what are they",1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0362,boo,booing,TV/MOV,The Simpsons,"the king of kings . Excellent . Smithers , are they",booing,"me ? No . They 're saying , "" Boo-urns , Boo-urns",0,,1,1,1,0,primary coding rule
mgc0363,shoo,shooing,FIC,Harpers,"the thin woman came to the door and opened it ,",shooing,the children in with an unexpected harsh snarl in her voice .,0,,1,1,1,1,primary coding rule
mgc0364,boo,booing,MAG,NewYorker,premises . THE memorable thing about the Dog Show was the,booing,of the Scottish terrier . We watched a team of four Scotties,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0365,boo,booing,NEWS,NYT-Reg,union hall was marked by a number of near-fights and much,booing,first of Mr. Quill and later of Mr. Hogan . The whole,1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0366,shoo,shoos,NF/ACAD,archive,that with one hat the hatter can purchase two pairs of,shoos,", and "" vice versa . "" Anything that is not generally",1,OCR/proper-name/non-target use,0,0,0,0,excluded by primary coding rule
mgc0367,boo,boos,NEWS,Washington Post,The judging of the terrier group elicited the first and only,boos,"of the night from the crowd , who had cheered loudly for",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0368,boo,booed,MAG,ESPN,#pumped in New Orleans ' first six points and was,booed,"every time he got the ball early on , only to be",0,,1,1,1,1,primary coding rule
mgc0369,shoo,shooing,FIC,RoadManyWonder,""" He wagged the gun barrel at me like he was",shooing,"a chicken . "" Suppose you back off about five steps .",0,,1,1,1,1,primary coding rule
mgc0370,ooh,oohed,FIC,FantasySciFi,"to shoulder with him in the watery December light , and",oohed,and ahhed as he showed off the Swiss Army knife Dad had,0,,1,1,1,0,primary coding rule
mgc0371,boo,boos,FIC,SilverGhost,", the haunter moans . B000000 b00000000000 , the haunter",boos,". M00000000000o m00000000000 , yourself , Jimbo moos . Hey ,",0,,1,1,1,0,primary coding rule
mgc0372,boo,booed,MAG,Time,"#pitchers ' battle . "" No one has ever yet",booed,a homerun and certainly the greatest crowd-getter in recent,0,,1,1,1,1,primary coding rule
mgc0373,boo,booed,MAG,Nation,"#party "" ) , the delegates listened passively , occasionally",booed,or wandered out of the arena . When it was all over,0,,1,1,1,0,primary coding rule
mgc0374,boo,booed,MAG,Time,#a Labor paradox . A so-called C. I. O. audience,booed,hissed every mention of the name of John Lewis . # Thus,0,,1,1,1,0,primary coding rule
mgc0375,boo,booed,MAG,Atlantic,#would put us on the level of the morons who,booed,Le Sacre du Printemps . But what is the point ? Is,0,,1,1,1,0,primary coding rule
mgc0376,shoo,shooed,MAG,Time,demeanor of the cold Chinese princess . Signor Lauri-Volpi,shooed,". I called . Teddy came . "" # # Ganna Walska",0,,1,1,1,0,primary coding rule
mgc0377,ooh,oohs,MAG,Astronomy,"out a nice dark site, stay warm, and get ready for some """,oohs,""" and "" aahs. "" #",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0378,boo,booed,MAG,Time,#Terry Baker-who hails from Portland . Thirty thousand fans,booed,everything Munson did . The Portland Reporter even ran an,0,,1,1,1,0,primary coding rule
mgc0379,boo,boos,NEWS,NYT-Reg,"it grew "" without campaign funds , "" a storm of",boos,came from the galleries . To answer complaints that Mr. Willkie,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0380,boo,boos,MAG,Time,their employees ' locker room . # Perhaps it was the,boos,and catcalls that made the players and the owners settle so,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0381,wow,wowed,MAG,Cosmopolitan,#wonder that so many American women have been wooed and,wowed,"by men who do n't like Big Macs , have never heard",0,,1,1,0,0,primary coding rule
mgc0382,boo,booed,MAG,Newsweek,"#they show up at ball games , politicians are often",booed,". Obama -- the self-described "" skinny kid with a funny name",0,,1,1,1,0,primary coding rule
mgc0383,boo,booed,MAG,Time,"#festival favorite too ; instead it got soundly , roundly",booed,", possibly because Moreau overworks her villainy . The film is",0,,1,1,1,0,primary coding rule
mgc0384,wow,wowed,FIC,Play:BriefMoment,"#, she 'll wow everybody . HAROLD SIGRIFT She 's",wowed,"Rod already . KATHRYN DEAN Damn good taste , Rod . p.",0,,1,1,0,0,primary coding rule
mgc0385,boo,booing,FIC,Convert,' In the midst of isolated cheers and a volume of,booing,", she went on -- ' When he brought a resolution before",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0386,shoo,shooing,FIC,Triquarterly (Online),"guards yell at each other and point at the boy ,",shooing,"him away , cursing . The boy stops running and stands frozen",0,,1,1,1,1,primary coding rule
mgc0387,shoo,shooing,FIC,Play:TooMuchBusiness,"him again and makes motion with his hands , as if",shooing,"chickens . BURT goes , bewildered , then MANNY comes back to",0,,1,1,1,0,primary coding rule
mgc0388,boo,boos,TV/MOV,"Hollywood, je t'aime",to be familiar with the concept . No drugs beyond the,boos,"and the nummy . No guests . And finally , you 'll",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0389,wow,wows,TV/MOV,Is My Face Red?,has a good joke. He's used it for years and years that still,wows,"him. Sorry. [telephone_ringing] Hello. Oh, just a minute, Mr.",0,,1,1,0,1,primary coding rule
mgc0390,boo,boos,NEWS,CSMonitor,""" Today it should be rephrased to read : "" Nobody",boos,"the town booster . "" That is , I think , the",0,,1,1,1,1,primary coding rule
mgc0391,wow,wowing,FIC,JoyLuckClub,"#talked : "" I can just see her now ,",wowing,"the angels with her Chinese cooking and gung-ho attitude . "" And",0,,1,1,0,1,primary coding rule
mgc0392,shoo,shooed,FIC,GraceHarlowesOverland,did n't know Henry was down there or I 'd a,shooed,"him out before ye set down . "" "" I wo n't",0,,1,1,1,1,primary coding rule
mgc0393,boo,booed,MAG,Time,#the regular evening editions while as many as 250 pickets,booed,from the sidewalk . Ten were arrested for disorderly conduct .,0,,1,1,1,0,primary coding rule
mgc0394,boo,booed,MAG,Harpers,"#the party , some of them angry at Lee ,",booed,and shouted at him and at almost everyone else who dared to,0,,1,1,1,1,primary coding rule
mgc0395,boo,booed,NEWS,Atlanta,"#. # "" He was hurt that he had gotten",booed,", "" Boas said . "" He had never been booed before",0,,1,1,1,1,primary coding rule
mgc0396,shoo,shooed,FIC,JudithGodlessValley,plate and filled his cup with scalding coffee . Then she,shooed,"the children to bed in the next room and , returning ,",0,,1,1,1,1,primary coding rule
mgc0397,shoo,shooed,MAG,Time,"in at Guernsey , one of the Channel Islands , was",shooed,"off , Iried Sark and alarmed the Channel Islands ' Royal Court",0,,1,1,1,1,primary coding rule
mgc0398,wow,wowed,FIC,WhenEgyptWentBroke,"#woman , and women slop over when they 're all",wowed,"up ! She 'd have to tell your sister , would n't",1,non-verbal vocalization,0,0,0,0,excluded by primary coding rule
mgc0399,shoo,shooing,FIC,LionIsInStreets,"his face , and the mother in her softened her ,",shooing,"away the madness and shaming her for longing , however",0,,1,1,1,1,primary coding rule
mgc0400,boo,booed,NEWS,NYT-Reg,#Lloyd George and Sir Hamar Greenwood were not hissed or,booed,at any point in the lecture . At the outset Father Duffy,0,,1,1,1,1,primary coding rule
mgc0401,boo,booed,MAG,SportsIll,#eyes had blinded him . // Some of the crowd,booed,as the little Nigerian street brawler stayed on his stool when,0,,1,1,1,0,primary coding rule
mgc0402,shoo,shooed,MAG,Time,", onetime (1933-38 ) U.S. Comptroller of the Currency ,",shooed,away this legal red herring as often as it appeared . The,0,,1,1,1,1,primary coding rule
mgc0403,shoo,shooed,FIC,Analog,to William 's bed . William picked off the sensors and,shooed,"away the little automata , but did n't meet Belisarius ' eyes",0,,1,1,1,1,primary coding rule
mgc0404,boo,booing,FIC,HeavenHell,". He started to wave , but checked when he heard",booing,. His normally ruddy face darkened and he quickly stepped back,1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0405,boo,booing,FIC,HeavenHell,""" Why do n't you hang Ben Wade ? "" Loud",booing,", which only goaded the President . "" Why do n't you",1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0406,boo,booed,NEWS,WallStJrnl,#get home and get their thoughts collected the delegates who,booed,every mention ' of his name at Thursday 's night session will,0,,1,1,1,1,primary coding rule
mgc0407,boo,boos,NEWS,NYT-Reg,"from demonstrators in Chicago , whose actions were marked by",boos,"and angry cries , and by , what he viewed as acceptance",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0408,boo,booed,MAG,Nation,#turn . The police jeered hysterically and the hunger marchers,booed,". Later , Senator Costigan came out and was indignant at what",0,,1,1,1,1,primary coding rule
mgc0409,boo,boos,NEWS,NYT-Reg,say on such weapons ' use . The question that drew,boos,was whether Senator Goldwater would run on all of the platform,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0410,boo,booing,FIC,Play:ThreeAmericanisms,go . Boing.And once they are done with the boings commence,booing,and the booings are as bad as the boings and the boings,1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0411,shoo,shoos,FIC,Mov:ReignOfTerror,"gulp down their milk , rise from the table . Grandma",shoos,them through a door INTO the bedroom and closes the door .,0,,1,1,1,1,primary coding rule
mgc0412,ooh,oohed,FIC,FantasySciFi,", for running the lights and electric motor . "" She",oohed,"appreciatively at the electric light . "" And even more important",0,,1,1,1,1,primary coding rule
mgc0413,shoo,shooed,FIC,BandAngels,notice . It was after six when Auntie Marne finally,shooed,the last customer out and collapsed into the pile of excelsior in,0,,1,1,1,1,primary coding rule
mgc0414,shoo,shooed,FIC,GoodAsGold,"pushing through . "" I wantsome coffee too . "" Belle",shooed,"them all outside the kitchen . When Dina , flanked by Esther",0,,1,1,1,1,primary coding rule
mgc0415,wow,wowed,MAG,Time,"#brooch ) . Last week , suave , dark-eyed Ben",wowed,the ladies again with a fashion show for Chicago 's pet society,0,,1,1,0,1,primary coding rule
mgc0416,shoo,shooed,FIC,TreasureValley,"Munn , indignant at this unsolicited presentation , as promptly",shooed,"them back again , and war was declared . Tim had hitherto",0,,1,1,1,1,primary coding rule
mgc0417,boo,boos,MAG,Daily Beast,"The notion that Putin has been "" abused "" drew heavy",boos,"from the audience at Manhattan 's Ed Sullivan Theater . # """,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0418,boo,booed,MAG,USNWR,#. Feelings grew so heated that many blacks not only,booed,"Andrew Young , black mayor of Atlanta , for defending Mondale but",0,,1,1,1,0,primary coding rule
mgc0419,shoo,shooed,FIC,Ploughshares,and that was evidence . Someone walked by a pigpen and,shooed,them just for fun because pigs scare so easily and that was,0,,1,1,1,1,primary coding rule
mgc0420,shoo,shooed,FIC,FantasySciFi,"elephants , more fascinated than perturbed , until Lady Dustan",shooed,her and her sister in the direction of the house . Lady,0,,1,1,1,1,primary coding rule
mgc0421,boo,booed,FIC,Harper's Magazine,#a crudely daubed banner proclaiming willie power . We all,booed,". Then the camera cut to a mid-shot ; Lewis , crouched",0,,1,1,1,0,primary coding rule
mgc0422,boo,booed,TV/MOV,Freaks and Geeks,"#. I saw them open for Tull , they got",booed,"off the stage . Thanks a lot , man . Lindsay ,",0,,1,1,1,0,primary coding rule
mgc0423,shoo,shooing,MAG,Scribners,"refused to join with Russia , Germany , and France in",shooing,Japan off the continent . Scrutinizing her attitude at this time,0,,1,1,1,0,primary coding rule
mgc0424,wow,wows,NF/ACAD,JIssuesNursing,"# Post implementation, ethnographic researchers again shadowed nurses who used workstations on wheels (",WOWs,) integrated with hand held scanners. They reported an overwhelmingly positive impact on nursing,1,noun/proper-name/acronym use,0,0,0,0,excluded by primary coding rule
mgc0425,shoo,shooed,FIC,KingYS,the rain into the common room of the hostel . They,shooed,"the help away and came to attention , ranked , before the",0,,1,1,1,1,primary coding rule
mgc0426,wow,wowing,FIC,BigNap,"#take over for me , since I was obviously not",wowing,"the room with my parenting skills . "" Hey , Rubes ,",0,,1,1,0,1,primary coding rule
mgc0427,shoo,shooed,FIC,FantasySciFi,"n't think she recognized me ; at any rate , she",shooed,me off with a shocking lack of compassion . I hung around,0,,1,1,1,0,primary coding rule
mgc0428,shoo,shooing,FIC,GorgeousGirl,"interested in the prayer book ; and , with the Pom",shooing,"him out by sharp , ear-piercing barks , Steve left the room",0,,1,1,1,1,primary coding rule
mgc0429,wow,wows,MAG,Smithsonian,have been rubbed smooth by familiarity. The marvel is that the septuagenarian Haynes still,wows,"cutting-edge musicians. In 1997, he cut short a vacation in Barbados to fill",0,,1,1,1,0,primary coding rule
mgc0430,shoo,shoos,FIC,Mov:PlanetApes,"suddenly . Nova bumps into him . He turns , impatiently",shoos,"her away , then looks o.s. , again . 172 ZIRA AND",0,,1,1,1,1,primary coding rule
mgc0431,boo,boos,FIC,BartholomewFair,the dogs . At the appearance of Samson the crowd 's,boos,turned into cheers . Crisp chained the bear to the tethering,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0432,shoo,shooed,FIC,WithTorchy,"up on the rail outside , if the cop ai n't",shooed,"him off , "" says I. "" Then keep him there until",0,,1,1,1,1,primary coding rule
mgc0433,boo,booed,NEWS,NYT-Let,"#his head , indicating that such a number would be",booed,"by the thousands of young , collegiate , jitterbug dancers",0,,1,1,1,0,primary coding rule
mgc0434,shoo,shooed,FIC,Minotaur,laughing . He blew Rita a kiss . After dinner Callie,shooed,Jake and Toad off to the screened-in porch while she cleaned up,0,,1,1,1,0,primary coding rule
mgc0435,boo,boos,TV/MOV,Hamburger Hill,could come here . And see how you low Class eleven,boos,"live . Is that it ? Brother Blood . Hey , how",1,proper-name/metalinguistic/non-target use,0,0,0,0,excluded by primary coding rule
mgc0436,wow,wowed,MAG,ChristCentury,#character . During his interviews Cairns by all accounts,wowed,"students , faculty and administrators ; he was offered a full",0,,1,1,0,0,primary coding rule
mgc0437,wow,wowing,NEWS,CSMonitor,#'s Mini Cooper-sized rover Curiosity has spent the past week,wowing,"the mission 's scientists , engineers , and the public with each",0,,1,1,0,1,primary coding rule
mgc0438,boo,boos,NEWS,NYT-Let,"audience is able to catch the notes of applause , the",boos,", the heckling and the varied multitude of inarticulate sounds",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0439,shoo,shoos,FIC,Play:SmallWarOnMurray,And what is the result ? ( Orderly salutes and Frederick,shoos,"him U. L. ) The result is , to put it bluntly",0,,1,1,1,1,primary coding rule
mgc0440,wow,wowed,NEWS,Denver,"#Eric Decker showed in his interview , and Demaryius Thomas",wowed,the staff with his ability to quickly learn a variety of,0,,1,1,0,1,primary coding rule
mgc0441,boo,booed,MAG,NewRepublic,"#. "" Exploitation and special privileges are not necessarily",booed,"on scarcity : they may exist fulsomely , as the salary and",0,,1,1,1,0,primary coding rule
mgc0442,boo,boos,NEWS,NYT-Reg,"200,000 the police estimated , but mingled with the cheers were",boos,"and Roosevelt buttons were numerous . Much of the booing ,",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0443,boo,booed,MAG,SportsIll,#Who started it ? Who was the first guy who,booed,"the umpire and called him a blind bat and yelled , """,0,,1,1,1,1,primary coding rule
mgc0444,shoo,shooed,FIC,CryAngels,medical . But when the men arrived with a stretcher she,shooed,them out of her room and came down carrying her bag .,0,,1,1,1,1,primary coding rule
mgc0445,boo,booed,MAG,RollingStone,"#' ' ) So from the start , the Belgians",booed,the Yanks . One headline said it all : MARK MORRIS GO,0,,1,1,1,1,primary coding rule
mgc0446,boo,booed,NEWS,Houston,#Because he has endured the bad times and has been,booed,", this year 's success means that much more to him .",0,,1,1,1,1,primary coding rule
mgc0447,boo,booing,TV/MOV,CatDog,stomachs . I give you the amazing tree-headed dog . (,Booing,", complaining ) I want my money back . That freak 's",1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0448,wow,wows,TV/MOV,Young People,"they were billed under Costello's Trained Seals. She can remember. "" Bob",wows,"them in Cleveland. Flicks legit takes back seat. "" Remember when we were",0,,1,1,0,1,primary coding rule
mgc0449,ooh,oohs,NEWS,USAToday,"car, one you'd show off to friends and expect to get the """,oohs,""" and "" attaboys "" you might with a $ 17,000 Honda Civic or Toyota",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0450,boo,booed,MAG,Time,"#. In Mexico City 's busiest tourist section , they",booed,"at shops displaying U.S. signs , cheered those with German names",0,,1,1,1,0,primary coding rule
mgc0451,boo,booing,FIC,Speedboat,"not really cheering No , No , Nanette . They are",booing,Hair . Or whateverelse it is on stage that they hate and,0,,1,1,1,1,primary coding rule
mgc0452,shoo,shoos,FIC,Mov:LostWorldThe,"his glasses , finds that Jocko has them , irritably """,shoos,""" Jocko away , and then calls out to Challenger : SUMMERLEE-",1,unclear or non-verbal use,0,0,0,0,excluded by primary coding rule
mgc0453,boo,booed,NF/ACAD,AmerScholar,"#he hit just eight home runs , and was routinely",booed,at home and away as the club compiled its first losing record,0,,1,1,1,0,primary coding rule
mgc0454,shoo,shooing,FIC,ReliableWifeNovel,"the brush of a skirt 's hem , a gloved hand",shooing,"a fly from a freckled nose had once been enough , had",0,,1,1,1,1,primary coding rule
mgc0455,ooh,oohing,MAG,Forum,before my 7rst baby came . The clerks were motherly :,oohing,"souls who "" understood "" and graduate nurses in uniforms who wore",1,OCR/adjectival/unclear use,0,0,0,0,excluded by primary coding rule
mgc0456,boo,boos,FIC,DeepRiver,"figure . The gaunt , drab man on the Floor ignored",boos,or cheers . With one hand against the back of his seat,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0457,shoo,shooing,FIC,Analog,". # "" Yes , "" Lawrence said , making a",shooing,"motion toward the screen , "" it 's playtime. "" # Mazer",1,adjectival use without recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0458,ooh,oohing,NEWS,Denver,people . ' # Then came and still come the pundits,oohing,"and aahing outward disapproval . Repeating these words , they",1,OCR/adjectival/unclear use,0,0,0,0,excluded by primary coding rule
mgc0459,shoo,shooed,MAG,Time,"honking , flapping geese . He slid back the frames ,",shooed,the birds out .,0,,1,1,1,1,primary coding rule
mgc0460,wow,wowed,MAG,Time,"#In the men 's field , the Soviets dazzled and",wowed,"with their daring assortment of triple flips on the vault , the",0,,1,1,0,0,primary coding rule
mgc0461,wow,wowing,MAG,SkyTelescope,#your monitor . But I 'd wager you will be,wowing,them as much with the equipment as with the globular itself For,0,,1,1,0,1,primary coding rule
mgc0462,boo,boos,NF/ACAD,TasteAmerica,"Democratic Party for so many years , "" bringing on more",boos,". Yet , when Wallace finished speaking , and those bodyguards",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0463,boo,booing,NEWS,NYTimes,", the critics continued to vent their spleens by loudly",booing,"Matteo Garrone 's "" Reality , ' the surprise -- and very",1,no recoverable verbal syntax,0,0,0,0,excluded by primary coding rule
mgc0464,boo,booed,FIC,Sybil,#position in front of the first picador . The public,booed,"Matagatos as he slid back through the fence , and he smiled",0,,1,1,1,0,primary coding rule
mgc0465,boo,boos,NEWS,NYT-Reg,critical of Mr. Finch 's actions as Secretary . Hisses and,boos,"punctuated the reading , underscoring the discontent that many",1,noun use,0,0,0,0,excluded by primary coding rule
mgc0466,boo,booing,FIC,Play:GameInches,"he 's been in a slump , and the fans are",booing,"him , something about water skiing and a pinkie injury . With",0,,1,1,1,1,primary coding rule
mgc0467,wow,wowing,FIC,FantasySciFi,#maiden voyage from Southampton . I describe how Nijinsky 's,wowing,"Paris , and explain that China has just become a Republic .",0,,1,1,0,0,primary coding rule
mgc0468,wow,wowed,MAG,Time,"#in the past year to have become TIME-worthy , """,wowed,""" Their Majesties . Antic : opening conversation at the banquet",0,,1,1,0,0,primary coding rule
mgc0469,boo,booed,MAG,Time,"#. . . . "" the crowd jumped up and",booed,for 15 minutes .,0,,1,1,1,0,primary coding rule
mgc0470,boo,booing,FIC,Convert,"grudgingly and after more "" scenes . "" ' Whereupon loud",booing,testified to the audience 's horror of anything approaching,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0471,shoo,shoos,FIC,Ploughshares,"glass wall , until the ward closes and a patient nun",shoos,us out . I find the door with my father 's number,0,,1,1,1,1,primary coding rule
mgc0472,shoo,shooed,FIC,NoneShallLookBack,for over a month . She got up . Molly had,shooed,the horse on and they moved forward a little faster . They,0,,1,1,1,1,primary coding rule
mgc0473,shoo,shooed,FIC,WildPitch,"was plenty good , way I saw it . He sure",shooed,"that professor away , him that was first tryin ' to help",0,,1,1,1,0,primary coding rule
mgc0474,ooh,oohs,MAG,Cosmopolitan,"to give, he mimicked my massage, and I let him know via loud",oohs,and ahhs where I most fancied his fingerwork. Going mano a mano gave me,1,noun use,0,0,0,0,excluded by primary coding rule
mgc0475,boo,boos,NEWS,Pittsburgh,"it with others and register their feelings online . "" Ms.",Boos,"is no Web geek , but she has adapted technology in other",1,proper-name/metalinguistic/non-target use,0,0,0,0,excluded by primary coding rule
mgc0476,wow,wowed,MAG,Time,"#looking slim as ever in her well-above-the-knee sequin outfit ,",wowed,the crowd by dancing the Jerk with her host . # *,0,,1,1,1,1,primary coding rule
mgc0477,boo,booed,NEWS,NYTimes,"#, "" Post Tenebras Lux , ' had been harshly",booed,after its first press screening . The screenwriting prize went,0,,1,1,1,0,primary coding rule
mgc0478,boo,boos,MAG,NewYorker,"the first act with whistles , cheers , snickers , and",boos,. One of the intermissions was punctuated with the far-off sound,1,noun use,0,0,0,0,excluded by primary coding rule
