coding_id,token_id,family,term,kwic_line,doc_id,year,decade,genre,source,left,target,right,context
mgc0270,mg0153,boo,booed,28,283980,1974,1970,MAG,Time,"#in favor of open housing in 1966 , he was",booed,and jeered . His own mounting concern about the war in Viet,"#in favor of open housing in 1966 , he was booed and jeered . His own mounting concern about the war in Viet"
mgc0271,mg0574,boo,boos,192,10291,1952,1950,FIC,CryChildren,marked the crowd commenting on his exit with little jeers and,boos,", and she knew that Mary Desmond was looking very hard across","marked the crowd commenting on his exit with little jeers and boos , and she knew that Mary Desmond was looking very hard across"
mgc0272,mg0675,boo,boos,1,327008,1984,1980,MAG,Time,with the soaring lyrical glories of Puccini 's music-nobody,boos,"a sunset . But Mimi , the consumptive Parisian seamstress , has","with the soaring lyrical glories of Puccini 's music-nobody boos a sunset . But Mimi , the consumptive Parisian seamstress , has"
mgc0273,mg0141,boo,booed,255,10532,1970,1970,FIC,BechABook,"#Bech thought it was miraculous , but the man was",booed,. A touching black-haired girl from Bulgaria hesitantly sang,"#Bech thought it was miraculous , but the man was booed . A touching black-haired girl from Bulgaria hesitantly sang"
mgc0274,mg1430,wow,wowing,29,4181117,2017,2010,MAG,Gizmodo,#Ormston 's Black Hammer series has spent the past year,wowing,"us with its weird take on the golden age of superheroes ,","#Ormston 's Black Hammer series has spent the past year wowing us with its weird take on the golden age of superheroes ,"
mgc0275,mg0592,boo,boos,268,133220,1959,1950,MAG,SportsIll,"a pool of suspicion , filled with curses , whistles ,",boos,"; vibrating with sundry shouts of "" Miss it , "" ""","a pool of suspicion , filled with curses , whistles , boos ; vibrating with sundry shouts of "" Miss it , "" """
mgc0276,mg0388,boo,booing,136,722191,1961,1960,NEWS,Chicago,"greeted then by a "" thunderous , heart warming chorus of",booing,""" but that when he told the story of Hiss as a","greeted then by a "" thunderous , heart warming chorus of booing "" but that when he told the story of Hiss as a"
mgc0277,mg1399,wow,wowed,47,5010047,2019,2010,MAG,Gizmodo,#it to . # Ever since its haunting first trailer,wowed,"San Diego Comic-Con last year , Michael Dougherty 's King of the","#it to . # Ever since its haunting first trailer wowed San Diego Comic-Con last year , Michael Dougherty 's King of the"
mgc0278,mg0378,boo,booing,193,10336,1955,1950,FIC,BangDrumSlowly,"and I kept on warming , and the crowd kept on",booing,". There was this one cluck hanging over the fence , and","and I kept on warming , and the crowd kept on booing . There was this one cluck hanging over the fence , and"
mgc0279,mg0946,shoo,shooed,61,10484,1967,1960,FIC,WhenSheWasGood,"a big fuss about not letting her touch anything , and",shooed,her directly into the house . Mr. Sowerby began to fold up,"a big fuss about not letting her touch anything , and shooed her directly into the house . Mr. Sowerby began to fold up"
mgc0280,mg0462,boo,booing,64,5213030,2001,2000,TV/MOV,61*,: Boo ! [CROWD_BOOING] Can you believe this ? They 're,booing,"him in his own ballpark . Yeah , I wonder why ,",": Boo ! [CROWD_BOOING] Can you believe this ? They 're booing him in his own ballpark . Yeah , I wonder why ,"
mgc0281,mg0286,boo,booed,171,5248011,2019,2010,TV/MOV,The 27 Club,"#, dude . Show me the video of Lily getting",booed,offstage last night . Jenny made us leave before it was over,"#, dude . Show me the video of Lily getting booed offstage last night . Jenny made us leave before it was over"
mgc0282,mg1001,shoo,shooed,77,25019,1993,1990,FIC,ChimesAlyafaleyn,"soon , Meynoc 's mamma would die . 1O | Eleyna",shooed,"him into bed . "" You 've been a good boy ,","soon , Meynoc 's mamma would die . 1O | Eleyna shooed him into bed . "" You 've been a good boy ,"
mgc0283,mg0591,boo,boos,172,92472,1959,1950,MAG,SportsIll,"by California rules , making it an llth-round knockout . The",boos,"were unfair , the result of a cultural misunderstanding which is","by California rules , making it an llth-round knockout . The boos were unfair , the result of a cultural misunderstanding which is"
mgc0284,mg1385,wow,wowed,79,4135072,2013,2010,NEWS,STLouis,"#collection , "" Tenth of December . "" Khaled Hosseini",wowed,"thousands through the summer with his best-selling "" And the","#collection , "" Tenth of December . "" Khaled Hosseini wowed thousands through the summer with his best-selling "" And the"
mgc0285,mg0152,boo,booed,195,730691,1973,1970,NEWS,Chicago,"#. ing the board meeting , mostly public employes ,",booed,the Republicans as they criticized the procedures of Kusper ' s,"#. ing the board meeting , mostly public employes , booed the Republicans as they criticized the procedures of Kusper ' s"
mgc0286,mg1047,shoo,shooed,180,52047,2007,2000,FIC,FantasySciFi,"a moment I was stunned , just staring . Then I",shooed,the monks out of the airlock like a flock of chickens and,"a moment I was stunned , just staring . Then I shooed the monks out of the airlock like a flock of chickens and"
mgc0287,mg0321,boo,booing,37,14247,1935,1930,FIC,Play:EnchantedMaze,with the college colors -- Then all of a sudden the,booing,began down in the stands . I thought Father 's eyes would,with the college colors -- Then all of a sudden the booing began down in the stands . I thought Father 's eyes would
mgc0288,mg0912,shoo,shooed,217,10145,1941,1940,FIC,MildredPierce (1),from school . She gave them milk and cookies and,shooed,them out to play . Then she changed her dress and put,from school . She gave them milk and cookies and shooed them out to play . Then she changed her dress and put
mgc0289,mg0874,shoo,shooed,155,1222,1915,1910,FIC,Landloper,"homes in spite of the city 's growth , and they",shooed,the children out of their yards where the flower-beds struggled,"homes in spite of the city 's growth , and they shooed the children out of their yards where the flower-beds struggled"
mgc0290,mg0076,boo,booed,175,710884,1947,1940,NEWS,NYT-Reg,#planning and organization . The Communists were isolated and,booed,once again in the chamber while the Government announced that it,#planning and organization . The Communists were isolated and booed once again in the chamber while the Government announced that it
mgc0291,mg0886,shoo,shooed,57,368,1922,1920,FIC,VoyagesDrDolittle,us . Luckily the old men turned round in time and,shooed,her away . You may be sure though that we took a,us . Luckily the old men turned round in time and shooed her away . You may be sure though that we took a
mgc0292,mg0271,boo,booed,34,4163095,2013,2010,FIC,NewEnglandRev,"#cheers broke out from the gallery , as other voices",booed,and shouted for order . Radwan and I grabbed Abu Mahmud around,"#cheers broke out from the gallery , as other voices booed and shouted for order . Radwan and I grabbed Abu Mahmud around"
mgc0293,mg0580,boo,boos,214,717852,1956,1950,NEWS,NYT-Reg,". Fifty customers , mostly women , passed the lines .",Boos,", shouts and noises of derision sounded from the pickets .",". Fifty customers , mostly women , passed the lines . Boos , shouts and noises of derision sounded from the pickets ."
mgc0294,mg1210,shoo,shooing,9,36281,2008,2000,FIC,Pandemonium,""" Oh . . . "" She made a gesture like",shooing,"a fly . "" Too much . You saw it ? Which",""" Oh . . . "" She made a gesture like shooing a fly . "" Too much . You saw it ? Which"
mgc0295,mg0035,boo,booed,273,141239,1936,1930,MAG,Time,#put Mr. Rand 's terms before the workers . They,booed,. The Mayor then went to New York to see Mr. Rand,#put Mr. Rand 's terms before the workers . They booed . The Mayor then went to New York to see Mr. Rand
mgc0296,mg0058,boo,booed,93,707253,1943,1940,NEWS,NYT-Reg,"#a Rome report tonight in a Milan newspaper , they",booed,Fascism . Shortly before one o'clock the crowd poured through,"#a Rome report tonight in a Milan newspaper , they booed Fascism . Shortly before one o'clock the crowd poured through"
mgc0297,mg0512,boo,boos,199,695577,1928,1920,NEWS,NYT-Let,"stimuli from the surrounding crowd . Cries , remarks ,",boos,", grimaces , gestures , the mass movement and actual physical","stimuli from the surrounding crowd . Cries , remarks , boos , grimaces , gestures , the mass movement and actual physical"
mgc0298,mg1184,shoo,shooing,57,29236,1999,1990,FIC,MurderOnAstorPlace,that she might actually faint . But the other woman was,shooing,"her out . If she fainted in the hallway , she was","that she might actually faint . But the other woman was shooing her out . If she fainted in the hallway , she was"
mgc0299,mg0082,boo,booed,15,197667,1952,1950,MAG,Time,#word the Kremlin likes to hurl at Jews . Laborites,booed,and hissed as Churchill started to stride out of the House .,#word the Kremlin likes to hurl at Jews . Laborites booed and hissed as Churchill started to stride out of the House .
mgc0300,mg0395,boo,booing,24,13269,1965,1960,FIC,Play:StringGame (1),"with great good humor and interest , cheering and",booing,"at appropriate moments ) CECIL What is happening here ? Fada ,","with great good humor and interest , cheering and booing at appropriate moments ) CECIL What is happening here ? Fada ,"
mgc0301,mg0838,ooh,oohs,22,41782,1996,1990,FIC,Ploughshares,"a "" gourmet "" dinner and I remembered to keep up a constant stream of",oohs,"and ahs and compliments, which sounded so exaggerated to Brice that he raised an","a "" gourmet "" dinner and I remembered to keep up a constant stream of oohs and ahs and compliments, which sounded so exaggerated to Brice that he raised an"
mgc0302,mg0709,boo,boos,125,634159,2002,2000,NEWS,Chicago,"-- Another night , another ice flap , another round of",boos,"in the arena . Only this time , your loser was the","-- Another night , another ice flap , another round of boos in the arena . Only this time , your loser was the"
mgc0303,mg0944,shoo,shooed,188,10467,1965,1960,FIC,DarkeningGreen,"He tried to take Larry 's thumb , but the Keeper",shooed,"the Wolfman away from his cot . "" Benja , Benja .","He tried to take Larry 's thumb , but the Keeper shooed the Wolfman away from his cot . "" Benja , Benja ."
mgc0304,mg0876,shoo,shooed,159,2151,1917,1910,FIC,TheresPippinsCheese,her tongue was tart upon a just occasion and although she,shooed,"the children with her apron , secretly she liked to have them","her tongue was tart upon a just occasion and although she shooed the children with her apron , secretly she liked to have them"
mgc0305,mg0777,ooh,oohed,19,47837,2003,2000,FIC,FantasySciFi,"Selene upwind , back the way they had come . Alexi",oohed,"excitedly , asking innumerable questions , without awaiting","Selene upwind , back the way they had come . Alexi oohed excitedly , asking innumerable questions , without awaiting"
mgc0306,mg0176,boo,booed,77,324907,1982,1980,MAG,Time,"#interception percentage in N.F.L. history , was savagely",booed,"by the home crowd . Directly , he was benched (just","#interception percentage in N.F.L. history , was savagely booed by the home crowd . Directly , he was benched (just"
mgc0307,mg0015,boo,booed,185,468451,1928,1920,MAG,Harpers,#thousand or more orench spectators cheered the Roueanians and,booed,the Americans with Teat consistency . That attitude seemd o us,#thousand or more orench spectators cheered the Roueanians and booed the Americans with Teat consistency . That attitude seemd o us
mgc0308,mg1445,wow,wows,14,13308,1987,1980,FIC,Play:Segwohi,resented me? PEYTO Yes. When I had to dance beside you at pow,wows,the way you wanted. When I had to stay with you on the farm,resented me? PEYTO Yes. When I had to dance beside you at pow wows the way you wanted. When I had to stay with you on the farm
mgc0309,mg0864,shoo,shooed,80,4792,1906,1900,FIC,OurTown,"and such a "" swell young man . "" But Nora",shooed,"him off the front porch in the summer following , because he","and such a "" swell young man . "" But Nora shooed him off the front porch in the summer following , because he"
mgc0310,mg0943,shoo,shooed,90,10456,1965,1960,FIC,OrchardKeeper,kittens bobbing over the floor like blown lint . Mr Eller,shooed,his hand at him and he left . The storekeeper drummed his,kittens bobbing over the floor like blown lint . Mr Eller shooed his hand at him and he left . The storekeeper drummed his
mgc0311,mg0662,boo,boos,231,14001,1979,1970,FIC,Play:CircusValentine,"is a smattering of unenthusiastic applause , and a couple of",boos,. Goldie leaves the spotlight without bowing . There is one final,"is a smattering of unenthusiastic applause , and a couple of boos . Goldie leaves the spotlight without bowing . There is one final"
mgc0312,mg1348,wow,wowed,93,412456,2000,2000,MAG,Redbook,"#with us below , recounting times when other women have",wowed,"you with their loyalty and concern , show how sometimes small","#with us below , recounting times when other women have wowed you with their loyalty and concern , show how sometimes small"
mgc0313,mg0296,boo,booing,93,4868,1907,1900,FIC,Convert,your eyes . Only a moment was she arrested by either,booing,"or applause . When a knot of young men , who had","your eyes . Only a moment was she arrested by either booing or applause . When a knot of young men , who had"
mgc0314,mg0503,boo,boos,188,14068,1922,1920,FIC,Play:HairyApe,"States ! (A perfect storm of hisses , catcalls ,",boos,", and hard laughter . ) VOICES (Scornfully . ) Hurrah","States ! (A perfect storm of hisses , catcalls , boos , and hard laughter . ) VOICES (Scornfully . ) Hurrah"
mgc0315,mg0881,shoo,shooed,192,488,1920,1920,FIC,WhiteMoll,""" Yes , "" said the Adventurer . "" But I",shooed,"them all out , as soon as we found you were not",""" Yes , "" said the Adventurer . "" But I shooed them all out , as soon as we found you were not"
mgc0316,mg1203,shoo,shooing,132,51059,2006,2000,FIC,Ploughshares,who are still standing in the doorway . While he is,shooing,"them away with harsh sounds , the Chinese woman looks at Lavinia","who are still standing in the doorway . While he is shooing them away with harsh sounds , the Chinese woman looks at Lavinia"
mgc0317,mg0579,boo,boos,37,10331,1955,1950,FIC,FlightFromNatchez,with emotion . From one section of the room there were,boos,"and groans , and when Grace heard this she stood up and","with emotion . From one section of the room there were boos and groans , and when Grace heard this she stood up and"
mgc0318,mg1002,shoo,shooed,94,53896,1993,1990,FIC,SouthernRev,have a peck at Miss Potts 's oats . The woman,shooed,it away with her foot . She drew from her apron some,have a peck at Miss Potts 's oats . The woman shooed it away with her foot . She drew from her apron some
mgc0319,mg1363,wow,wowed,33,640267,2004,2000,NEWS,Denver,#Rhodesia . ' Subsequent exhibitions in London and New York,wowed,critics ; and the sculptural renaissance gathered momentum .,#Rhodesia . ' Subsequent exhibitions in London and New York wowed critics ; and the sculptural renaissance gathered momentum .
mgc0320,mg0747,boo,boos,139,5005022,2018,2010,MAG,ESPN,"his racket into the ground , drawing the first and only",boos,of a titanic match . # Djokovic held his hands up as,"his racket into the ground , drawing the first and only boos of a titanic match . # Djokovic held his hands up as"
mgc0321,mg1407,wow,wowing,2,10489,1967,1960,FIC,EustaceChisholm,#vibrate the leaves on the trees . The victimsreeled around,wowing,and hooting and holding their heads . One sat on the edge,#vibrate the leaves on the trees . The victimsreeled around wowing and hooting and holding their heads . One sat on the edge
mgc0322,mg0829,ooh,oohs,13,14237,1980,1980,FIC,Play:LouisianaCavalier,"-- daisy circlets, violets, etc. The people show their appreciation with """,oohs,""" and "" ahs. "") p. 65 VOICES Beautiful! A happy day for","-- daisy circlets, violets, etc. The people show their appreciation with "" oohs "" and "" ahs. "") p. 65 VOICES Beautiful! A happy day for"
mgc0323,mg0542,boo,boos,248,774152,1940,1940,NF/ACAD,FieldsPsychology,"is greeted with cheers , any mention of the enemy with",boos,. The art of crowd making in all three situations is essentially,"is greeted with cheers , any mention of the enemy with boos . The art of crowd making in all three situations is essentially"
mgc0324,mg0418,boo,booing,187,10607,1976,1970,FIC,Speedboat,"lines , with ghostly ranks of ancestors backstage hissingand",booing,". If you cared to carry it back through the centuries ,","lines , with ghostly ranks of ancestors backstage hissingand booing . If you cared to carry it back through the centuries ,"
mgc0325,mg0263,boo,booed,239,112386,2006,2000,MAG,SportsIll,"#, said he could hardly remember a visiting player being",booed,", let alone a St. Louis player . "" If the players","#, said he could hardly remember a visiting player being booed , let alone a St. Louis player . "" If the players"
mgc0326,mg0174,boo,booed,217,669104,1980,1980,NEWS,CSMonitor,"#resented his fame and fortune , the fans who often",booed,"when they felt he wasn ' t giving a "" million-dollar effort","#resented his fame and fortune , the fans who often booed when they felt he wasn ' t giving a "" million-dollar effort"
mgc0327,mg0344,boo,booing,150,708188,1944,1940,NEWS,NYT-Reg,were boos and Roosevelt buttons were numerous . Much of the,booing,", according to those in the front cars of the parade ,","were boos and Roosevelt buttons were numerous . Much of the booing , according to those in the front cars of the parade ,"
mgc0328,mg0762,ooh,oohed,20,10143,1941,1940,FIC,HeritageHatcher,of sleeping potions -- so she opened the door and !,oohed,in . Mr. Loffen says that by then Harry 'd been gone,of sleeping potions -- so she opened the door and ! oohed in . Mr. Loffen says that by then Harry 'd been gone
mgc0329,mg0451,boo,booing,62,135885,1993,1990,MAG,SportsIll,feel for the game . He had been frustrated by the,booing,"he sometimes received at the Meadowlands , Seton Hall 's home","feel for the game . He had been frustrated by the booing he sometimes received at the Meadowlands , Seton Hall 's home"
mgc0330,mg0950,shoo,shooed,133,774393,1971,1970,NF/ACAD,SideApes,"was n't perceived . Next day , however , he was",shooed,"out into the open on the island , and was promptly beaten","was n't perceived . Next day , however , he was shooed out into the open on the island , and was promptly beaten"
mgc0331,mg0367,boo,booing,29,10331,1955,1950,FIC,FlightFromNatchez,". "" His answer shot back . There was a faint",booing,"at the back of the hall and scattered applause , in which",". "" His answer shot back . There was a faint booing at the back of the hall and scattered applause , in which"
mgc0332,mg1007,shoo,shooed,11,425721,1994,1990,MAG,NatlReview,"results , the Croatian government blinked . Refugees were",shooed,"away and obliquely told , in the unromantic words of cartoonist","results , the Croatian government blinked . Refugees were shooed away and obliquely told , in the unromantic words of cartoonist"
mgc0333,mg1318,wow,wowed,8,327280,1988,1980,MAG,Time,"#top Pentagon , White House and budget-making jobs , Tower",wowed,Bush during their Nov. 17 meeting and several days later made a,"#top Pentagon , White House and budget-making jobs , Tower wowed Bush during their Nov. 17 meeting and several days later made a"
mgc0334,mg0481,boo,booing,109,4117026,2011,2010,NEWS,Atlanta,the game . # It was n't long before they were,booing,the home team . The Hawks took an 11-2 lead behind two,the game . # It was n't long before they were booing the home team . The Hawks took an 11-2 lead behind two
mgc0335,mg0423,boo,booing,97,291942,1978,1970,MAG,Time,my nine-year-old son after a game that I did n't take,booing,"personally and I did n't want him to take it personally ,","my nine-year-old son after a game that I did n't take booing personally and I did n't want him to take it personally ,"
mgc0336,mg1185,shoo,shooing,87,55300,1999,1990,FIC,FantasySciFi,onto one big log-boat . # Ug the lot-many-lot made a,shooing,"motion with his hands . # "" Go way , "" he","onto one big log-boat . # Ug the lot-many-lot made a shooing motion with his hands . # "" Go way , "" he"
mgc0337,mg0602,boo,boos,173,723600,1963,1960,NEWS,NYT-Reg,for a year pending such a vote . Dr. Terry evoked,boos,"when he said he felt no such vote was necessary . ""","for a year pending such a vote . Dr. Terry evoked boos when he said he felt no such vote was necessary . """
mgc0338,mg0916,shoo,shooed,103,10176,1943,1940,FIC,TreeGrowsInBrooklyn,"third , "" but ... "" They welcomed the midwife and",shooed,Johnny out of the place . He sat on the stoop and,"third , "" but ... "" They welcomed the midwife and shooed Johnny out of the place . He sat on the stoop and"
mgc0339,mg1443,wow,wows,12,284474,1976,1970,MAG,Time,284474 How do you replace a swinging conductor who wears a Beatle hairdo and,wows,"the crowds with his lithe podium acrobatics? If the man is Seiji Ozawa,","284474 How do you replace a swinging conductor who wears a Beatle hairdo and wows the crowds with his lithe podium acrobatics? If the man is Seiji Ozawa,"
mgc0340,mg1161,shoo,shooing,145,10764,1987,1980,FIC,HeavenHell,"mounted Satan . America 's Ace of Players appeared suddenly ,",shooing,Willa inside so he could speak privately . Trump stepped close to,"mounted Satan . America 's Ace of Players appeared suddenly , shooing Willa inside so he could speak privately . Trump stepped close to"
mgc0341,mg1105,shoo,shooing,120,16273,1922,1920,FIC,Mov:RedHotRomance,it down . 141 . THE KING 'S BEDCHAMBER Roland is,shooing,the King and Councilors down the stairway . Frijole keeps,it down . 141 . THE KING 'S BEDCHAMBER Roland is shooing the King and Councilors down the stairway . Frijole keeps
mgc0342,mg0879,shoo,shooed,138,2811,1920,1920,FIC,Big-TownRound-,feel at home by teasing her . In the evenings he,shooed,out the pair of them to a moving-picture show and once or,feel at home by teasing her . In the evenings he shooed out the pair of them to a moving-picture show and once or
mgc0343,mg0386,boo,booing,201,204861,1960,1960,MAG,Time,""" These people do n't know what the hell they 're",booing,". "" # "" Mantle wants to be so great he can",""" These people do n't know what the hell they 're booing . "" # "" Mantle wants to be so great he can"
mgc0344,mg0291,boo,booing,135,781633,1872,1870,NEWS,NYT-Ed,". After this confession there is no end to the """,booing,""" and sweet speaking with which the World welcomes its new ally",". After this confession there is no end to the "" booing "" and sweet speaking with which the World welcomes its new ally"
mgc0345,mg0717,boo,boos,215,607650,2005,2000,NEWS,WashPost,"as the starter in the ninth game . # "" The",boos,", that was the hardest thing , "" Brunell said . ""","as the starter in the ninth game . # "" The boos , that was the hardest thing , "" Brunell said . """
mgc0346,mg0960,shoo,shooed,208,10588,1974,1970,FIC,RoadManyWonder,"giggling and going "" nyaah-nyaah "" and wiggling around . Millie",shooed,them off without shooing off Mr. Blue (how she 'd charmed,"giggling and going "" nyaah-nyaah "" and wiggling around . Millie shooed them off without shooing off Mr. Blue (how she 'd charmed"
mgc0347,mg1129,shoo,shooing,134,716215,1954,1950,NEWS,NYT-Reg,"cathedral steps , and dozens of policemen were kept busy '",shooing,"them away . One woman , apparently surprised at being sent back","cathedral steps , and dozens of policemen were kept busy ' shooing them away . One woman , apparently surprised at being sent back"
mgc0348,mg0784,ooh,oohed,14,4122088,2012,2010,FIC,Analog,"like a dream . # In the back , the girls",oohed,and ahhed at the site of Mendenhall Glacier to the north .,"like a dream . # In the back , the girls oohed and ahhed at the site of Mendenhall Glacier to the north ."
mgc0349,mg0524,boo,boos,157,701483,1935,1930,NEWS,NYT-Reg,"for the "" VinsonLegion "" Bonus Bill before Congress . The",boos,that met Mr. Patman as he discussed his measure before the,"for the "" VinsonLegion "" Bonus Bill before Congress . The boos that met Mr. Patman as he discussed his measure before the"
mgc0350,mg0416,boo,booing,146,1075148,1976,1970,TV/MOV,Rocky,? Keep moving . (bell ) ( crowd_shouting ) (,booing,) Give him one ! (bell ) (cheering_and_applause ) (,? Keep moving . (bell ) ( crowd_shouting ) ( booing ) Give him one ! (bell ) (cheering_and_applause ) (
mgc0351,mg1110,shoo,shooing,12,491131,1938,1930,MAG,SatEvePost,"that the police were busily engaged in clearing the platform ,",shooing,all the people out of sight of the tracks into an open,"that the police were busily engaged in clearing the platform , shooing all the people out of sight of the tracks into an open"
mgc0352,mg0336,boo,booing,20,780136,1939,1930,FIC,AllYourBornDays,George was holding his hands up again . But they began,booing,"and yelling now , more and more of them , and suddenly","George was holding his hands up again . But they began booing and yelling now , more and more of them , and suddenly"
mgc0353,mg0397,boo,booing,70,99544,1967,1960,MAG,SportsIll,'d like to know where that got started . I know,booing,is Part of the Game and The American Way and all that,'d like to know where that got started . I know booing is Part of the Game and The American Way and all that
mgc0354,mg1144,shoo,shooing,27,276795,1973,1970,MAG,Time,: PLEASE GET SICK . A big painted rock aimed at,shooing,away pilots seeking to land says PISS OFF . To the north,: PLEASE GET SICK . A big painted rock aimed at shooing away pilots seeking to land says PISS OFF . To the north
mgc0355,mg0608,boo,boos,237,725095,1965,1960,NEWS,NYT-Reg,"had been large'ly respectful , although there ' were some",boos,". However , Monday night in the Gravesend section of Brooklyn ,","had been large'ly respectful , although there ' were some boos . However , Monday night in the Gravesend section of Brooklyn ,"
mgc0356,mg0634,boo,boos,69,729712,1971,1970,NEWS,Chicago,"everything was fine . "" There were one or two real",boos,"at the concerts in Berlin and Hamburg , for reasons still not","everything was fine . "" There were one or two real boos at the concerts in Berlin and Hamburg , for reasons still not"
mgc0357,mg1232,shoo,shooing,63,4162302,2015,2010,FIC,ScholScope,", confused . "" Go home ! "" I shouted ,",shooing,"him away . Boo slunk into the woods , his head low",", confused . "" Go home ! "" I shouted , shooing him away . Boo slunk into the woods , his head low"
mgc0358,mg0103,boo,booed,10,242117,1958,1950,MAG,Time,"#had had enough . At his first appearance , they",booed,"and catcalled for 20 minutes , while Lewis nervously ran a comb","#had had enough . At his first appearance , they booed and catcalled for 20 minutes , while Lewis nervously ran a comb"
mgc0359,mg0287,boo,booed,197,5008036,2019,2010,MAG,Bleacher Report,"#, it took a hopeful Cleveland by surprise as fans",booed,the team throughout the contest at FirstEnergy Stadium . The,"#, it took a hopeful Cleveland by surprise as fans booed the team throughout the contest at FirstEnergy Stadium . The"
mgc0360,mg0919,shoo,shooed,121,169523,1945,1940,MAG,Time,"Man Out ! "" Trouble started when the Reverend Powell brusquely",shooed,"news photographers away , so that a photographer could shoot","Man Out ! "" Trouble started when the Reverend Powell brusquely shooed news photographers away , so that a photographer could shoot"
mgc0361,mg0383,boo,booing,141,2529771,1959,1950,TV/MOV,Bonanza,of this earth were ineffectual to assuage my vengeance . (,booing,") Bring forth the untamed steed . Hey , what are they","of this earth were ineffectual to assuage my vengeance . ( booing ) Bring forth the untamed steed . Hey , what are they"
mgc0362,mg0454,boo,booing,82,5237117,1995,1990,TV/MOV,The Simpsons,"the king of kings . Excellent . Smithers , are they",booing,"me ? No . They 're saying , "" Boo-urns , Boo-urns","the king of kings . Excellent . Smithers , are they booing me ? No . They 're saying , "" Boo-urns , Boo-urns"
mgc0363,mg1128,shoo,shooing,111,23635,1952,1950,FIC,Harpers,"the thin woman came to the door and opened it ,",shooing,the children in with an unexpected harsh snarl in her voice .,"the thin woman came to the door and opened it , shooing the children in with an unexpected harsh snarl in her voice ."
mgc0364,mg0319,boo,booing,92,490300,1934,1930,MAG,NewYorker,premises . THE memorable thing about the Dog Show was the,booing,of the Scottish terrier . We watched a team of four Scotties,premises . THE memorable thing about the Dog Show was the booing of the Scottish terrier . We watched a team of four Scotties
mgc0365,mg0346,boo,booing,49,711618,1948,1940,NEWS,NYT-Reg,union hall was marked by a number of near-fights and much,booing,first of Mr. Quill and later of Mr. Hogan . The whole,union hall was marked by a number of near-fights and much booing first of Mr. Quill and later of Mr. Hogan . The whole
mgc0366,mg1248,shoo,shoos,45,747506,1863,1860,NF/ACAD,archive,that with one hat the hatter can purchase two pairs of,shoos,", and "" vice versa . "" Anything that is not generally","that with one hat the hatter can purchase two pairs of shoos , and "" vice versa . "" Anything that is not generally"
mgc0367,mg0755,boo,boos,144,5016036,2019,2010,NEWS,Washington Post,The judging of the terrier group elicited the first and only,boos,"of the night from the crowd , who had cheered loudly for","The judging of the terrier group elicited the first and only boos of the night from the crowd , who had cheered loudly for"
mgc0368,mg0285,boo,booed,91,5005045,2019,2010,MAG,ESPN,#pumped in New Orleans ' first six points and was,booed,"every time he got the ball early on , only to be","#pumped in New Orleans ' first six points and was booed every time he got the ball early on , only to be"
mgc0369,mg1145,shoo,shooing,4,10588,1974,1970,FIC,RoadManyWonder,""" He wagged the gun barrel at me like he was",shooing,"a chicken . "" Suppose you back off about five steps .",""" He wagged the gun barrel at me like he was shooing a chicken . "" Suppose you back off about five steps ."
mgc0370,mg0774,ooh,oohed,13,42231,1997,1990,FIC,FantasySciFi,"to shoulder with him in the watery December light , and",oohed,and ahhed as he showed off the Swiss Army knife Dad had,"to shoulder with him in the watery December light , and oohed and ahhed as he showed off the Swiss Army knife Dad had"
mgc0371,mg0663,boo,boos,239,10648,1979,1970,FIC,SilverGhost,", the haunter moans . B000000 b00000000000 , the haunter",boos,". M00000000000o m00000000000 , yourself , Jimbo moos . Hey ,",", the haunter moans . B000000 b00000000000 , the haunter boos . M00000000000o m00000000000 , yourself , Jimbo moos . Hey ,"
mgc0372,mg0017,boo,booed,1,163330,1929,1920,MAG,Time,"#pitchers ' battle . "" No one has ever yet",booed,a homerun and certainly the greatest crowd-getter in recent,"#pitchers ' battle . "" No one has ever yet booed a homerun and certainly the greatest crowd-getter in recent"
mgc0373,mg0125,boo,booed,177,488137,1967,1960,MAG,Nation,"#party "" ) , the delegates listened passively , occasionally",booed,or wandered out of the arena . When it was all over,"#party "" ) , the delegates listened passively , occasionally booed or wandered out of the arena . When it was all over"
mgc0374,mg0045,boo,booed,123,145740,1939,1930,MAG,Time,#a Labor paradox . A so-called C. I. O. audience,booed,hissed every mention of the name of John Lewis . # Thus,#a Labor paradox . A so-called C. I. O. audience booed hissed every mention of the name of John Lewis . # Thus
mgc0375,mg0238,boo,booed,140,416301,2001,2000,MAG,Atlantic,#would put us on the level of the morons who,booed,Le Sacre du Printemps . But what is the point ? Is,#would put us on the level of the morons who booed Le Sacre du Printemps . But what is the point ? Is
mgc0376,mg0893,shoo,shooed,233,254651,1927,1920,MAG,Time,demeanor of the cold Chinese princess . Signor Lauri-Volpi,shooed,". I called . Teddy came . "" # # Ganna Walska","demeanor of the cold Chinese princess . Signor Lauri-Volpi shooed . I called . Teddy came . "" # # Ganna Walska"
mgc0377,mg0850,ooh,oohs,34,4139020,2012,2010,MAG,Astronomy,"out a nice dark site, stay warm, and get ready for some """,oohs,""" and "" aahs. "" #","out a nice dark site, stay warm, and get ready for some "" oohs "" and "" aahs. "" #"
mgc0378,mg0117,boo,booed,92,207745,1964,1960,MAG,Time,#Terry Baker-who hails from Portland . Thirty thousand fans,booed,everything Munson did . The Portland Reporter even ran an,#Terry Baker-who hails from Portland . Thirty thousand fans booed everything Munson did . The Portland Reporter even ran an
