coding_id,genre,source,context,interjection_syn,interjection_sem,interjection_int,notes
F153,MAG,SatEvePost,""" The Big Man, "" "" The Little Man ""? he stands only fie feet, four inches in his elevator shoes -- or simply The Man. """,1,1,1,Interjection in dialogue
F154,FIC,OctaviaBragaldi,"Octavia Bragaldi Not yet returned! what can have thus delayed him? Fie, fie, Octavia, be again thyself! Let me be calm, and still this",1,1,1,"Reduplicated: 'Fie, fie'"
F155,FIC,HeartsHighway,"A pretty parson, forsooth! And to keep company with a pirate captain! Fie! When he looks at me, I clutch my gold chain and turn the",1,1,1,Exclamatory: 'Fie!'
F156,TV/MOV,High School High,". Mr. Clark has taken this place on as a special project. "" Fie, my lord, fie! "" Out, damned spot. Out, I",1,1,1,Exclamatory: 'Fie!'
F157,NEWS,NYT-Ed,"no difference in sense between "" He belongs to the Forty-second Regiment "" and "" fie belongs With the Forty-second Reglinent, "" the first of Which, according to him",1,1,1,Interjection in dialogue
F158,FIC,LauncelotGuenevere,"leaving Dinadan and going over to Launcelot). Launcelot... Now, fie, fie! Be merry, man. The old rogue is well served.... It",1,1,1,Exclamatory: 'Fie!'
F159,FIC,GeneralsLady,""" And you don't even know which lady it was, I warrant! Fie upon you pretty gentlemen. Well, this was a red-headed one. Shy and",0,0,0,Metalinguistic mention
F160,FIC,LauncelotGuenevere,"not do. Curse him, they will not doubt his word. Fie, fie! Can not I weave a better lie than this? --' T is",1,1,1,Exclamatory: 'Fie!'
F161,FIC,RobBowlALegend,"if your Lordship will weigh it. "" "" Fie, Master Garret Weasel! Fie on thee! Thou art in thy cups. I grieve to see thee making",1,1,1,Reproach: 'Fie on/upon X'
F162,FIC,LeftBehind,"to a window in first class, a writer sat hunched over his laptop. Fie shut down the machine, vowing to get back to his journal later. At",0,0,0,OCR: 'he' misread as 'fie' (pronoun+transitive verb)
F163,FIC,LovesSacrifice,"short allowance -- there is not one for half-a-dozen of us! Mar. Margaret Fie, fie, girl! To your task. I shall be late. You",1,1,1,"Reduplicated: 'Fie, fie'"
F164,FIC,GuyRiversATale,"is there that she will not give you another uncle? "" "" Oh, fie, Ralph! "" "" Ay, she is too feeble of will, too",1,1,1,"Clause-peripheral: 'Fie, ...'"
F165,FIC,HatchieGuardian,"archness; but the crimson cheek and tremulous lips entirely defeated the intention. "" Fie, sister! You are jesting now, yourself, "" replied Henry, with",1,1,1,"Clause-peripheral: 'Fie, ...'"
F166,FIC,Bankrupt,"Shelvill Edward, you will kill me with your bitterness. Gilt. Edward Giltwood Fie! sir; you are faint-hearted. Come, begin! Shorn. James Shelvill",1,1,1,Exclamatory: 'Fie!'
F167,FIC,Play:ScarecrowThe,"and hands. JUSTICE MERTON What! he will dare -- an illegitimate -- DICKON Fie, fie, Gilly! Why, the brat is a lord now. JUSTICE",0,0,0,Metalinguistic mention
F168,NEWS,NYT-Reg,"w'ho has been in this city two weeks, accosted Fagan and told him that fie had been held up by a gang of men in front of: 13 Carmine",1,1,1,Default: assumed interjection
F169,FIC,Contrast,"delicate foot! "" "" Ha! General, what a well-turned -- "" LETITIA Fie! fie! Charlotte stopping her mouth, I protest you are quite a libertine",1,1,1,Exclamatory: 'Fie!'
F170,FIC,CupLip,. Pauline. Pauline While going to Lucien. Lucien watches her at back. Fie! naughty cousin! he prefers a cup of coffee to our society. Exeunt,1,1,1,Exclamatory: 'Fie!'
F171,FIC,ChangeHeart,", And pray her to a fault for which I chid her. Fie, fie, how wayward is this foolish love, That, like a testy babe,",1,1,1,"Reduplicated: 'Fie, fie'"
F172,FIC,MabelVaughan,"'s content, Bessie, -- only at a distance, mind. "" "" Fie, uncle, what a coward! "" "" True enough, little Bess,",1,1,1,"Clause-peripheral: 'Fie, ...'"
F173,MAG,Harpers,"elements must be reconciled, and should be. Science in contradiction with religion? Fie! Never! Why, science only clarifies religion, and religion enriches and fructifies",1,1,1,Exclamatory: 'Fie!'
F174,FIC,CountryGirl,"I would say -- blisters on my tongue! Crosses, R. Peg. Peggy Fie, Bud, you have told all. Mocking him, skipping, and laughing",1,1,1,"Clause-peripheral: 'Fie, ...'"
F175,FIC,ChosenFew Short,"for half an hour every day the merry notes of Old Pipes's piping. Fie upon you, Echo-dwarf! You are lazy and selfish; and that is what",1,1,1,Reproach: 'Fie on/upon X'
F176,FIC,EutawASequelThe,"What! do you take for granted that of the young lady? "" "" Fie, my lord! how could you think me such a puppy? No --",1,1,1,"Clause-peripheral: 'Fie, ...'"
F177,TV/MOV,Hamlet,"to sense. Why should we in our peevish opposition take it to heart? Fie,' t is a fault to heaven a fault against the dead, a",0,0,0,Metalinguistic mention
F178,FIC,Shoulder-Straps<,"surprised if you had not come back in a week. "" "" Fie! fie! Dick Crawford! I have half a mind not to play for you at",1,1,1,Exclamatory: 'Fie!'
F179,FIC,Cigarette-Makers,"and not you only, but your friends and your rag and your tag! Fie! If you stay here long we shall end in dust and feathers! But",1,1,1,Exclamatory: 'Fie!'
F180,NEWS,NYT-Ed,"no difference in sense between "" He belongs to the Forty-second Regiment "" and "" fie belongs With the Forty-second Reglinent, "" the first of Which, according to him",1,1,1,Interjection in dialogue
F181,FIC,Cabal,"on the shoulder and tell me I had to give it all back. "" fie smiled. His voice had rounded into humors and he seemed to be laughing at",0,0,0,OCR: 'he' misread as 'fie' (pronoun+transitive verb)
F182,FIC,ChangeHeart,"back again, And pray her to a fault for which I chid her. Fie, fie, how wayward is this foolish love, That, like a testy",1,1,1,"Reduplicated: 'Fie, fie'"
F183,FIC,Pontiac,"! why? Whose business' t is to die -- What! sighing? fie! Drown fear, drink on, be jolly, boys,' T is",1,1,1,Exclamatory: 'Fie!'
F184,NEWS,NYT-Reg,"to gain a parliamentary opportunity publicly to announce the Berlin news. He announced that fie would make the journey to Berlin as planned, and this declaration was received with",1,1,1,Default: assumed interjection
F185,FIC,HeartsSecretOr,"being the thing least likely to be believed by the other. "" Fie, fie, Bezan. You in love, man? A soldier to marry? By",1,1,1,"Reduplicated: 'Fie, fie'"
F186,FIC,ChangeHeart,", And pray her to a fault for which I chid her. Fie, fie, how wayward is this foolish love, That, like a testy babe,",1,1,1,"Reduplicated: 'Fie, fie'"
F187,FIC,FairyTalesEvery,"hanging on, as if there were not enough of us already! And -- fie! - - how that duckling yonder looks; we won't stand that!",1,1,1,Exclamatory: 'Fie!'
F188,FIC,MiracleBells,"descended to the street, got into his car and drove back to his hotel. fie wanted time to think -- to decide. He paced his room with clenched fists",0,0,0,OCR: 'he' misread as 'fie' (pronoun+transitive verb)
F189,MAG,Century,"this is your friendship, what would be your love!)) ((Fie! fie! Hush!)) she said, and was gone. In",1,1,1,Exclamatory: 'Fie!'
F190,FIC,WomanWhoDared,"a smile Tender as dawning light, yet arch and gay, Cried, "" Fie, my father! Could you be so dull? How could you treat my",1,1,1,"Clause-peripheral: 'Fie, ...'"
F191,FIC,KateAccomplice,"-- a dear and only child!' And the poor girl sobbed aloud. Fie, fie!' exclaimed Light Joe, with an attempt at a laugh;",1,1,1,Exclamatory: 'Fie!'
F192,FIC,Nydia,"Arbaces' house. Glaucus: Glaucus: Poor child! Nydia: Nydia: Fie, Glaucus! There may be dust upon me, but no stain. Glaucus",1,1,1,"Clause-peripheral: 'Fie, ...'"
F193,MAG,GoodHouse,"paddled across a stream astride a log. At once the child becomes interested. FIe wants to hear more and, if one can spare the time to do it",1,1,1,Default: assumed interjection
F194,FIC,NewGentleShepherd,"Madge Old hag! filthy fellow, I'll old you! Mause. Mause Fie, no! -- you'll now be friends with honest Bauldy. Come,",1,1,1,"Clause-peripheral: 'Fie, ...'"
F195,FIC,NabobVol22,"religion forbids him to have a Mohammedan for his mistress. "" "" Fie, fie, Jansoulet! "" "" What can you expect, Monsieur le Duc? You",1,1,1,"Reduplicated: 'Fie, fie'"
F196,FIC,RobBowlALegend,"matter of consideration in that -- if your Lordship will weigh it. "" "" Fie, Master Garret Weasel! Fie on thee! Thou art in thy cups.",1,1,1,Reproach: 'Fie on/upon X'
F197,FIC,UnspeakablePerk,"force back of the phenomenon. That energizing force she surmised was temper. "" Fie! "" said she severely. "" Beetle gentlemen should control their little feelings.",1,1,1,Exclamatory: 'Fie!'
F198,FIC,GeraldineAthenia,", to beg for more contempt? This is to be a christian; -- fie, Abdallah! I thought you cherished more of manliness! Abd. Abdallah When",1,1,1,"Clause-peripheral: 'Fie, ...'"
F199,NF/ACAD,FirstAdventures,"confession of philosophic faith which smacks of the dynamistic interpretation is the late view of fie who had formerly classified himself as an out-and-out panpsychist, Professor C. A. Strong.18 While",1,1,1,Default: assumed interjection
F200,FIC,PersonsPictures,"namesake with the Saint before it were worth a score of such. "" "" Fie, sister! "" said Blanche, gravely. "" I do not love to",1,1,1,"Clause-peripheral: 'Fie, ...'"
F201,FIC,BrianOLinn186-?,"-- and our first child's name shall be Sheelah. Sheelah McCabe O, fie! Brian. Brian O'Linn Brian O'Linn THE END",1,1,1,Exclamatory: 'Fie!'
F202,FIC,Bankrupt,"shrine, I shall bear any kind of penance patiently. Amy. Amy Giltwood Fie, Sir! you are an habitual flatterer. Awhile ago, you sneered at",1,1,1,"Clause-peripheral: 'Fie, ...'"
F203,FIC,Trumps,"and yet you talk of being my only dependence in the world! Fie! fie! Mrs. Delilah Jones. "" It was melancholy merriment. He did not smile",1,1,1,Exclamatory: 'Fie!'
F204,FIC,Inconstant,such a baby as bashfulness! A great lusty fellow! and a soldier! fie upon it. Get rid on't; get rid on't. Dur.,1,1,1,Reproach: 'Fie on/upon X'
F205,FIC,PrudyKeepingHouse,"or she wouldn't run away, "" said Dotty, much shocked. "" Fie, Augustus! "" said Aunt Madge, who was laughing herself. "" I",1,1,1,"Clause-peripheral: 'Fie, ...'"
F206,FIC,NabobVol22,"because his religion forbids him to have a Mohammedan for his mistress. "" "" Fie, fie, Jansoulet! "" "" What can you expect, Monsieur le Duc",1,1,1,"Reduplicated: 'Fie, fie'"
F207,FIC,Orlando,", did e'er a brother love a sister thus? no! Ant. Antonio Fie, fie. Orl. Orlando I tell thee, friar, thou must wed",1,1,1,"Reduplicated: 'Fie, fie'"
F208,FIC,WidowsMarriage,". Nick Prior Your grace, Your most imperious ladyship -- Lady G. Lady Goldstraw Fie! Nick, You over-rank me, fie! Call me plain Lady -- Plain",1,1,1,Exclamatory: 'Fie!'
F209,MAG,Century,"your friendship, what would be your love!)) ((Fie! fie! Hush!)) she said, and was gone. In two hours",1,1,1,Exclamatory: 'Fie!'
F210,FIC,Play:ScarecrowThe,". JUSTICE MERTON What! he will dare -- an illegitimate -- DICKON Fie, fie, Gilly! Why, the brat is a lord now. JUSTICE MERTON Oh",0,0,0,Metalinguistic mention
F211,FIC,Egyptian,"stretched forth my hands at kneecl before him, for I took him to be Fie, of whom Ptahor had spoken. t he did not heed me. He threw",1,1,1,"Clause-peripheral: 'Fie, ...'"
F212,FIC,LovesSacrifice,child bequeaths A holy legacy in his revenge. Elm. Matthew Elmore Fie! fie! Shall twenty years not quench this thirst? I thought I had reared thee,1,1,1,Exclamatory: 'Fie!'
F213,FIC,HiddenHand,"not even nerve and will enough to command the tones of my own voice? Fie on it! Cowardice is worse than death! "" And summoning all her resolution",1,1,1,Reproach: 'Fie on/upon X'
F214,TV/MOV,The Merchant of Venice,"sea. Believe me, no. Why, then you're in love. Fie, fie, fie! Not in love either? Then let us say you",1,1,1,Exclamatory: 'Fie!'
F215,FIC,Play:Herrick,"AUNT TEMPLE Come tell me all. p. 39 HERRICK All what? AUNT TEMPLE Fie, fie, I know it all -- thy secret. HERRICK Thou dost?",1,1,1,"Reduplicated: 'Fie, fie'"
F216,FIC,IngleboroughHall,", and then I'd marry the foul fiend if need were. "" "" Fie! fie! Mark! "" answered Hale -- "" don't talk in that",1,1,1,Exclamatory: 'Fie!'
F217,FIC,FearfulResponsibility,"the play, answers,' My mistress won't let me.' But fie! I am saying what young girls ought not to hear. "" After the",1,1,1,Exclamatory: 'Fie!'
F218,NF/ACAD,PerplexityUltimacy,"to sense, Why should we in our peevish opposition Take it to heart? Fie!' T is a fault to heaven, A fault againt the dead,",0,0,0,Metalinguistic mention
F219,FIC,MassachRev,"makes a record of the disappearance, they're going to help find her. Fie takes down her description and says: "" Right, an old Arab woman from",1,1,1,Sentence-initial interjection
F220,NEWS,WallStJrnl,had the pound sterling and the franc been allowed to fall to 3.20 and below fie as they were following the war with American credit withdrawn. All three nations have,1,1,1,Default: assumed interjection
F221,FIC,LovesSacrifice,"Stay, Eugene! Spare me -- be merciful! Eug. Eugene de Lorme Fie! -- fie upon This poor hypocrisy of seeming grief! Mar. Margaret Eugene",1,1,1,Exclamatory: 'Fie!'
F222,FIC,EarthTrembled,"wish to become a big, luscious peach. Lor, Lor -- oh, fie! Am I saying naughty words? But then, my dears, you know",1,1,1,Exclamatory: 'Fie!'
F223,MAG,NewEngYaleRev,"a trial as it is, by no means, fitted to endure. "" fie then sketches a frightful picture both of the miracles and the historic narrations in the",1,1,1,Interjection in dialogue
F224,MAG,Nation,"and strong-minded woman, thinkest thou lightly to forego the meek raptures of obedience? Fie, thus to flout thy natural lord' Must she obey? She must'",1,1,1,"Clause-peripheral: 'Fie, ...'"
F225,FIC,KnightGoldenMelice,"a man who had a wedded wife who never said him nay. "" "" Fie, Dame, "" said the Assistant, laughing, and pinching, and kissing",1,1,1,"Clause-peripheral: 'Fie, ...'"
F226,FIC,HeartsSecretOr,"without a complaint; but this business is too much for me! "" "" Fie, fie, man, "" said the prisoner, with assumed indifference; """,1,1,1,"Reduplicated: 'Fie, fie'"
F227,FIC,Play:Herrick,"? The tell-tale blush comes up thy cheek as dawn comes up the sky. Fie, fie upon thee. Tell me, dost thou love me? p. 8",1,1,1,Reproach: 'Fie on/upon X'
F228,MAG,NewYorker,"twenty years old; his face is somewhat ascetic and contained but often amused. Fie seems to speak as simply and directly as possible, in a quiet way,",1,1,1,Sentence-initial interjection
F229,FIC,LauncelotGuenevere [1898-1907],"guilty twenty times, He doth as far this Ladinas o'erpeer As mountains anthills. Fie, a worm, a snail! Kaye. Kaye.' T is most",1,1,1,"Clause-peripheral: 'Fie, ...'"
F230,NEWS,NYT-Reg,"'s feet. Parliamentary experts said Mr. Wilson had the edge in the exchange, fie had succeeded in making a major issue of a point that was extraneous to the",0,0,0,OCR: 'he' misread as 'fie' (pronoun+verb pattern)
F231,FIC,CopperStreakTrail,"Nix! You appealed to ambition, egotism, and greed.... Fie! A fie upon each of you! "" "" Don't do that! Have mercy!",0,1,0,Noun use: 'a fie upon X'
F232,FIC,TalesChesapeake,"ejaculating, "" Foei! weg! fychaam u! Fie! leave off! fie on you! What absurdity is this on the property of our hoofstad, our",1,1,1,Exclamatory: 'Fie!'
F233,NEWS,Chicago,""" said Roy A. Robs ergs, president of the Kansas City Star. "" fie is a great organizer. When he came here our schools were in a chaotic",0,0,0,Metalinguistic mention
F234,FIC,HorseShoeRobinson,"when he set out, but I was not in his way. "" "" Fie, girl, you almost speak crossly! Tyrrel, I must think, is",1,1,1,"Clause-peripheral: 'Fie, ...'"
F235,FIC,BlackMan,"your wife, I know what I'd have done. Fie! Man, fie! To turn the house topsy turvy -- desert your wife -- forget your child",1,1,1,Exclamatory: 'Fie!'
F236,FIC,CupLip,"little girl. Pauline. Pauline Embracing her father, pouting. Little girl! fie! you naughty man. Goes to Clementine and embraces her. Clem. Clementine",1,1,1,Exclamatory: 'Fie!'
F237,NF/ACAD,MemoirBarbaraEwing,"and mourning, and wo, and miserable anticipations, (I had almost said fie upon it,) but it will be given back with gladness, and with",1,1,1,Reproach: 'Fie on/upon X'
F238,NF/ACAD,EnglishFairyTales,"knock came to the door, and a dreadful voice said: "" Fee, fie, fo, fum, I smell the blood of some earthly one. Who",1,0,0,Formulaic 'fee fi fo fum'
F239,NEWS,Chicago,normal train brakes before going to the emergency brake but both failed to hold. Fie also denied knowledge of four marijuana cigarets police say were found in his shoulder bag,1,1,1,Sentence-initial interjection
F240,NEWS,NYT-Ed,"more members at large. This will give the organization an Executive Committee of? Fie hundred members, chosen in such a way as fairly to represent the character and",0,0,0,OCR: Sentence-initial 'He' misread
F241,MAG,NewEngYaleRev,", what to him are the objections and rebukes of the man of God! Fie, on the opinions of the poor minister! Let him know his place,",1,1,1,"Clause-peripheral: 'Fie, ...'"
F242,FIC,LastMohicansANarrative1757,"heard rustling in the surrounding forest. CHAPTER 30 "" If you deny me, fie upon your law! There is no force in the decrees of Venice: I",1,1,1,Reproach: 'Fie on/upon X'
F243,FIC,Play:Herrick,"True, true, that's what the housemaid useth at my chamber door. Fie! AUNT TEMPLE Back to thy work, chatter-box. TEMPLE (Working and singing",1,1,1,Exclamatory: 'Fie!'
F244,FIC,LadyPirate,"of Genesis, Jimmy. "" "" What's that? "" "" Fie! Fie! Jimmy, haven't you read that? "" He shook his head.",1,1,1,Exclamatory: 'Fie!'
F245,FIC,ChildrenWhirlwind,"it to shelter them from the rain that you wear them? ""... "" Fie, Tata! Can you not fib yet without changing color? "" But Elfgiva",1,1,1,"Clause-peripheral: 'Fie, ...'"
F246,FIC,LovesSacrifice,to his child bequeaths A holy legacy in his revenge. Elm. Matthew Elmore Fie! fie! Shall twenty years not quench this thirst? I thought I had,1,1,1,Exclamatory: 'Fie!'
F247,FIC,Confidence-Man,"grave ere maturity struck them with a sharper frost. - - Charlie? "" "" Fie! you're a girl. "" "" Help, help, Charlie, I",1,1,1,Exclamatory: 'Fie!'
F248,TV/MOV,Hamlet,"flat, and unprofitable... seem to me all the uses of this world. Fie on it!' T is an unweeded garden that grows to seed. Things",0,0,0,Metalinguistic mention
F249,FIC,BoardingSchools,". Jack. Jacko It's play that has made you quit your work. Fie, miss, play! That it is that's so pernicious for young folks",1,1,1,"Clause-peripheral: 'Fie, ...'"
F250,NEWS,NYT-Ed,", hewonld make the admission general, the exclusion specific and exceptional. - This fie in reality the letter and the mint of the law on the subject, and",1,1,1,Default: assumed interjection
F251,NEWS,NYT-Reg,"as follows:, "" F. C. A.ndrews would draw a check for the amount fie wanted, and have it certified by the Cashier, Henry R. Andrews. He",0,0,0,OCR: 'he' misread as 'fie' (pronoun+transitive verb)
F252,NF/ACAD,EnglishFairyTales,"Childe Rowland to the Dark Tower came.... "" His word was still: "" Fie, foh and fum, I smell the blood of a British man. """,1,1,1,"Clause-peripheral: 'Fie, ...'"
F253,TV/MOV,Studio One in Hollywood,"they this child? - And made offerings mild. - Fire on them, fie. Would they beguile me thus? - Followed by their prophecy, they named",1,1,1,Default: assumed interjection
F254,NF/ACAD,CatholicityProtestantism,"Jerusalem, the propagation of the Gospel, and the perpetuity of the Church which Fie founded. // life in testimony of His Divine Mission: He had proclaimed Himself",1,1,1,Default: assumed interjection
F255,NEWS,NYT-Reg,"Mr. Gentele, driving a Fiat 125, passed a smaller Fiat 500 at' fie New York Times Goeran Gentele high speed and crashed head-on into a cement truck.",1,1,1,Default: assumed interjection
F256,FIC,Play:Herrick,"a joke to take Bob Herrick down, oh me! TEMPLE A joke, fie, father, fie! SIR TEMPLE Look on the poor man's face and",1,1,1,Exclamatory: 'Fie!'
F257,FIC,HeartEarth,"bargain castle in the sand. The nice part is it costs no rent. Fie upon Phoenix, auf Wiedersehen to Alzona Park and specters of escaped Germans. Out",1,1,1,Reproach: 'Fie on/upon X'
F258,FIC,Novels,""" "" In the same house? And -- perhaps -- married? "" "" Fie upon you, Mary. Is this the courage you have just avowed, to",1,1,1,Reproach: 'Fie on/upon X'
F259,FIC,ChosenFew Short,"for half an hour every day the merry notes of Old Pipes's piping. Fie upon you, Echo-dwarf! You are lazy and selfish; and that is what",1,1,1,Reproach: 'Fie on/upon X'
F260,FIC,StandishStandish,"her elbow, and Desire with a start and a laugh exclaimed, -- "" Fie on thee, John, to take a poor maid at her word so shortly",1,1,1,Reproach: 'Fie on/upon X'
F261,NF/ACAD,HistoryEnglish,"what it was, and recoiled in horror. He was prudish: Fie, fie, for shame!' he said to a troupe of topless dancers, and",1,1,1,"Reduplicated: 'Fie, fie'"
F262,FIC,EarthTrembled,"wish to become a big, luscious peach. Lor, Lor -- oh, fie! Am I saying naughty words? But then, my dears, you know",1,1,1,Exclamatory: 'Fie!'
F263,FIC,Play:Herrick,"tell-tale blush comes up thy cheek as dawn comes up the sky. Fie, fie upon thee. Tell me, dost thou love me? p. 8 TEMPLE'",1,1,1,Reproach: 'Fie on/upon X'
F264,FIC,EveningsAtDonaldson,"? "" A glance whose brightness melted into tears was her only answer. "" Fie! fie! tears again? I shall have to scold my sister, """,1,1,1,Exclamatory: 'Fie!'
F265,FIC,Betrothal,wed Marsio. Fil. Filippia The poison in another shape. Cos. Costanza Fie! fie! Are quibbling jests the best advice you give? Fil. Filippia,1,1,1,Exclamatory: 'Fie!'
F266,FIC,RoyalApe,my pocket? Lifts up his skirt to find his pocket. Kitty. Kitty Fie! that's not the way! Kate. Kate How lucky that it is,1,1,1,Exclamatory: 'Fie!'
F267,FIC,Harpers,"house, which she did. Pocketing other half of his sudden wealth, he fie, France. Hoods questioned and watched Pauline. vilified my grandfather and slammed in",1,1,1,"Clause-peripheral: 'Fie, ...'"
F268,NF/ACAD,MemoirsExtraordinary,"Justice: "" Alas! neighbour Banks, are you a ringleader in mischief? Fie I to abuse an aged woman! "" Banks: "" Woman! -- a",1,1,1,Sentence-initial interjection
F269,FIC,LillsTravelsIn,"into the store, though it was half full of men, - - oh fie! Flaxie Frizzle! Mr. Jones, a lame man, was sitting next the",1,1,1,Exclamatory: 'Fie!'
F270,FIC,BillyBaxtersLetters,".' Of gallantry, I'll be bound,' she exclaimed.' Fie, Madame de Bruhl, and you but six months married!' Madame de",1,1,1,"Clause-peripheral: 'Fie, ...'"
F271,FIC,PoeticalWorks,", My heart in a flutter to follow The flight of my sailor man. Fie on a husband sitting Still, in the house at home! Give me a",1,1,1,Reproach: 'Fie on/upon X'
F272,FIC,Bankrupt,", be balanced equally between you, pang for pang. Amy. Amy Giltwood Fie! sir, I am awake. You have been playing on my fancy,",1,1,1,Exclamatory: 'Fie!'
F273,FIC,Deformed,"! say you so: then thou shalt try her virtue. Clau. Claudio Fie, fie!. Ador. Adorni Thou shalt. Clau. Claudio Pray fool",1,1,1,Exclamatory: 'Fie!'
F274,FIC,Clarel,"in this peccant air, Conjuring yet to spare, but spare! Fie, fie, that didst in formal will Plot piously the posthumous snare. And thou,",1,1,1,"Reduplicated: 'Fie, fie'"
F275,FIC,Harpers,"piece just for goo measure. If there is a God, then why does fie alloy the Poles to beat up the Jews? "" "" I don't know",1,1,1,Interjection in dialogue
F276,FIC,ElFureidis,"with an ecstatic hope, that Meredith dreamed himself the successful suitor of Havilah. Fie on him for a presumptuous, cold-hearted lover! Yet stay! Let us remember",1,1,1,Reproach: 'Fie on/upon X'
F277,FIC,JimmyLucyAll,", Dave Blake! "" "" Well, go along and tell her then. Fie, for shame! "" Henry, a feeble, petted child, was always",0,0,0,Metalinguistic mention
F278,FIC,MotorGirls,not even scraping the tires; after me -- even kissing you! Fie! fie! little girl. Some day you may want another machine -- or a kiss,1,1,1,Exclamatory: 'Fie!'
F279,FIC,FudgeDoingsBeing,"-- think they' ll have nothing to say, Miss Jemima? "" "" Fie, Mr. Blimmer! and are you not the only friend -- getting warm --",1,1,1,"Clause-peripheral: 'Fie, ...'"
F280,MAG,ScienceNews,"sunset streaks to the last mounds of snow at the season's end. # Fie on snickering. Such wonders deserve awe. # "" They're amazing, """,1,1,1,Reproach: 'Fie on/upon X'
F281,FIC,VenusInBoston <,"but my tongue is mute in the presence of such a divinity. "" "" Fie, sir! I must scold you if you flatter me, "" responded the",1,1,1,"Clause-peripheral: 'Fie, ...'"
F282,FIC,DaughtersRevolution,"Warren for his oration, "" said the moderator. "" No, no! fie, fie! "" shouted a captain of the Royal Irish Regiment, and the",1,1,1,Exclamatory: 'Fie!'
F283,FIC,BoardingSchools,school mistresses of the barrier of the virtues. Wid. W. The Widow Wantmore Fie! Fie! Funny man! You make me blush and feel so odd --,1,1,1,Exclamatory: 'Fie!'
F284,FIC,EarthTrembled,"and are the better for it. That's the demmed total -- oh, fie! there I am at it again. Well, Cousin Hugh, to take",1,1,1,Exclamatory: 'Fie!'
F285,FIC,LauncelotGuenevere,"guilty twenty times, He doth as far this Ladinas o'erpeer As mountains anthills. Fie, a worm, a snail! Kaye. Kaye.' T is most",1,1,1,"Clause-peripheral: 'Fie, ...'"
F286,FIC,Inconstant,"runs to MIRABEL, the rest to OLD MIRABEL. Dug. Dugard Fie, fie, Mirabel, murder your father! Mir. Young Mirabel My father! What",1,1,1,"Reduplicated: 'Fie, fie'"
F287,FIC,Changes,"chilled Pouilly-Fume. "" And I also thought their reaction was extremely good. "" fie looked satisfied, and smiled. "" I thought so too. "" And then",0,0,0,OCR: 'he' misread as 'fie' (pronoun+transitive verb)
F288,FIC,Play:CalibanByYellow,"you here, sir? ANTONY Hiding his face. O fie, fie, fie! CHARMIAN Bending over her. Madam! EROS Appealing to Antony. Sir,",1,1,1,Exclamatory: 'Fie!'
F289,FIC,Harpers,". He put his crutches clown, and carefully stretched himself on the grass. fIe folded his hands under his head and looked up. There was nothing but the",0,0,0,OCR: 'he' misread as 'fie' (pronoun+transitive verb)
F290,FIC,HatchieGuardian,"to mention the name I bore in the innocent days of childhood. "" "" Fie, Delia! "" said Dalhousie, with a pleasant laugh, "" what have",1,1,1,"Clause-peripheral: 'Fie, ...'"
F291,FIC,Witchcraft,"once born, Has children and great children beyond account. Ambla. Fie, fie, Gideon, they' re better useful: Whene'er I have hard thoughts of",1,1,1,"Reduplicated: 'Fie, fie'"
F292,FIC,JimmyLucyAll,". And when they plague me I have to cry. "" "" Oh, fie, don't you do it! If I were a little black-eyed boy about",1,1,1,"Clause-peripheral: 'Fie, ...'"
F293,FIC,PoemsMiscellanies,". MARGARET. Dearest lady, Drive me not from you! LADY AGNES. Fie on't! Margaret. Wouldst have me trust a decent Scottish lassie With Edward",1,1,1,Reproach: 'Fie on/upon X'
F294,FIC,MartinMerrivale,"-- can it be aught else? -- creeps through all their veins. But fie on such details! "" Are you jealous now, my child? "" Martin",1,1,1,Reproach: 'Fie on/upon X'
F295,FIC,Play:FaithOurFathers,"BYRD You agree, do you not, Colonel Washington? SALLY FAIRFAX Oh, fie! Maria Byrd. We know how he feels. GEORGE MASON A toast!",1,1,1,Exclamatory: 'Fie!'
F296,FIC,PersonsPictures,"in the king's sight, "" cried Crofts, who came first. "" Fie! gentlemen! hold your hands! You are under arrest! "" Rosamond had",1,1,1,Exclamatory: 'Fie!'
F297,NEWS,Chicago,"organist. We have been going together five months and we are engaged. "" FIe has some girl from another city write to him and has the letters sent to",1,1,1,Interjection in dialogue
F298,FIC,Play:NurseryMaidHeaven,"coming from Sister Benvenuta -- that alone -- ABBESS That will do. Fie, fie, little sister. The Sacred Bambino is not your serving Cavalier, that you",1,1,1,"Reduplicated: 'Fie, fie'"
F299,FIC,Play:ScarecrowThe,"Eh? Why not? LORD RAVENSBANE I am a monster. DICKON Fie! fie! Thou shalt have her. LORD RAVENSBANE Have her, Dickon? DICKON For",1,1,1,Exclamatory: 'Fie!'
F300,FIC,IngleboroughHall,"grace of Lauderdale, they say, is looking after. "" "" Fie! fie! Sir Henry -- fie! Do you suppose that a thought of that kind",1,1,1,Exclamatory: 'Fie!'
F301,FIC,BoonIsland,"I wonder, John asked himself, when they expect me to marry her. Fie considered the matter, munching stolidly with his heavy jaw; he decided he could",0,0,0,OCR: Sentence-initial 'He' misread
F302,FIC,BoardingSchools,of the barrier of the virtues. Wid. W. The Widow Wantmore Fie! Fie! Funny man! You make me blush and feel so odd -- Pret. Pirouette,1,1,1,Exclamatory: 'Fie!'
